,x,y,color,cluster
120,0.05877271220194896,0.49925208282792266,0.0,0
121,0.5205806670539861,0.23403451901783776,0.25,0
122,0.7107954615136269,0.4624936007032908,0.75,1
123,0.7193644083517643,0.25416301708821537,0.75,1
124,0.3256370468244173,0.8268608660092283,0.5,0
125,0.23858909259890798,0.42107106624897506,0.5,0
126,0.0356848016363472,0.5839002642919251,0.0,0
127,0.5084927319980242,0.45517669335962097,0.25,0
128,0.5382282720052969,0.7821811101546482,0.25,0
129,0.9245466501879974,0.2859030841963107,1.0,1
130,0.4974182359170552,0.7504117331194717,0.25,0
131,0.4826950038534769,0.7024918373765862,0.25,0
132,0.41759395321513376,0.3325070909313431,0.5,0
133,0.13966789492940773,0.6433662629673098,0.0,0
134,0.3138550488853257,0.48380749109949805,0.5,0
135,0.11108664966253025,0.4073546214888012,0.0,0
136,0.11728904659013252,0.47493406985507924,0.0,0
137,0.9249230262325171,0.30454164164275027,1.0,1
138,0.3127416921031162,0.3421612069860833,0.5,0
139,0.1265610677812018,0.36024778052917666,0.0,0
140,0.769094924301745,0.2821039649345437,0.75,1
141,0.048282473322346545,0.4067869674189069,0.0,0
142,0.11903135889783285,0.9005292254913188,0.0,0
143,0.3434245067848997,0.7975425234403198,0.5,0
144,0.11844108137135868,0.7402730597616909,0.0,0
145,0.9440340826667567,0.8172868693810863,1.0,1
146,0.12713000645971834,0.6882061660190761,0.0,0
147,0.3433390968722366,0.608716403856853,0.5,0
148,0.27207584705231347,0.41083152432661035,0.5,0
149,0.11398327932467557,0.3611301486107146,0.0,0
150,0.09844321241667527,0.12619897128962057,0.0,0
151,0.08969575734293396,0.8245375390752051,0.0,0
152,0.1350431750285862,0.234321537092999,0.0,0
153,0.7286708894436896,0.8056195743466035,0.75,1
154,0.33811799618430755,0.6815034968084849,0.5,0
155,0.07982095081771222,0.49525187105567026,0.0,0
156,0.3191691001113181,0.4100290263313508,0.5,0
157,0.517595330971606,0.46082962173693337,0.25,0
158,0.5257981660995412,0.8277658757551224,0.25,0
159,0.12340196324996273,0.5260632174273625,0.0,0
160,0.3213801677346643,0.3589247749178463,0.5,0
161,0.692282871495136,0.47971924944919664,0.75,1
162,0.5338423607838741,0.19243969824408827,0.25,0
163,0.3405615326792875,0.8248628980785805,0.5,0
164,0.11388291898237583,0.19516030659862527,0.0,0
165,0.35543023141459995,0.4916945326409534,0.5,0
166,0.7215969731131856,0.6558775729683456,0.75,1
167,0.8828680663733709,0.31133587495406145,1.0,1
168,0.11506161511440734,0.5173936427672439,0.0,0
169,0.9442102236203277,0.35941551862789695,1.0,1
170,0.9208133404496375,0.6344213600856363,1.0,1
171,0.5085901325583246,0.7351642447598198,0.25,0
172,0.7137310595500186,0.5661397492607142,0.75,1
173,0.8882701057162065,0.5771637715399022,1.0,1
174,0.2986831004663327,0.4538082168516652,0.5,0
175,0.2981387601055591,0.5430407828013487,0.5,0
176,0.9155521026100766,0.30395221749571977,1.0,1
177,0.4929667118750785,0.18080535434375297,0.25,0
178,0.35008969401404366,0.6869217638457125,0.5,0
179,0.9162901091629299,0.2744668339170679,1.0,1
180,0.49679485007998264,0.7375022697089838,0.25,0
181,0.9725226011664684,0.49905074080718337,1.0,1
182,0.45837041509073845,0.21041712235931503,0.25,0
183,0.10754685046772634,0.4640048341856702,0.0,0
184,0.09334942051648375,0.35808351874404243,0.0,0
185,0.7072441478121883,0.2802603123037502,0.75,1
186,0.8725367983286599,0.21008198397118613,1.0,1
187,0.3117433337904004,0.3063917097395525,0.5,0
188,0.49597334559778644,0.782607046001843,0.25,0
189,0.525275776519759,0.33466845513610083,0.25,0
190,0.5194517542853049,0.5967120392790846,0.25,0
191,0.5328956221018474,0.4703543290724933,0.25,0
192,0.9104797661121175,0.6443749441465151,1.0,1
193,0.09757656145156716,0.3464754624129177,0.0,0
194,0.5238727932418251,0.4000766305799086,0.25,0
195,0.7312605040720923,0.19221750340813473,0.75,1
196,0.5373848957626892,0.8349724534878699,0.25,0
197,0.2861574094357007,0.40677261522007874,0.5,0
198,0.34426966407379134,0.7874415545867174,0.5,0
199,0.9653902554080803,0.744039803618761,1.0,1
200,0.14985754226672615,0.6808235412018789,0.0,0
201,0.7263045534431428,0.3205954589774955,0.75,1
202,0.12453238561786924,0.4260718081360862,0.0,0
203,0.9208148887163751,0.625892246586477,1.0,1
204,0.9454675312807596,0.6148048134564194,1.0,1
205,0.5197655858891955,0.3801174807768083,0.25,0
206,0.5443521689498155,0.7660559473446891,0.25,0
207,0.13613213952021608,0.7965270815045346,0.0,0
208,0.033806310103429896,0.36611041128770894,0.0,0
209,0.7198684565636283,0.6571960773015156,0.75,1
210,0.7407822741783434,0.8365716511255298,0.75,1
211,0.7064261945755078,0.8768998394791396,0.75,1
212,0.748772312767794,0.3031172180341127,0.75,1
213,0.6956813081572611,0.4754636388670723,0.75,1
214,0.9073761355829942,0.69229071702443,1.0,1
215,0.3372338544947709,0.7298084350423855,0.5,0
216,0.7122427267349887,0.3622827539769944,0.75,1
217,0.12311812331691736,0.7851272112955615,0.0,0
218,0.30864161850455896,0.33002948674696997,0.5,0
219,0.7073652792488302,0.3190865912775043,0.75,1
220,0.1485022272464397,0.40542960114948284,0.0,0
221,0.7351009410846221,0.8222666540158295,0.75,1
222,0.10707373876841882,0.3738338783429124,0.0,0
223,0.12153543341814131,0.7133039473033895,0.0,0
224,0.7133666067179637,0.3224006100533061,0.75,1
225,0.7530731061684393,0.8620857173425185,0.75,1
226,0.10811082267738338,0.3312682671638018,0.0,0
227,0.5224422333338207,0.5407885925228673,0.25,0
228,0.6677537811187149,0.6985224193233698,0.75,1
229,0.6945618130883182,0.23137066184900604,0.75,1
230,0.39134820038616114,0.5405228867613991,0.5,0
231,0.10653221239079828,0.35452519192865267,0.0,0
232,0.3149570156456815,0.3795011042726494,0.5,0
233,0.10822816930546729,0.7193691596017145,0.0,0
234,0.6930895910265936,0.4738177496780075,0.75,1
235,0.934865818466261,0.7300663962561738,1.0,1
236,0.2923890793389332,0.4176360052800922,0.5,0
237,0.8804222172908373,0.6736065138932743,1.0,1
238,0.3353471534930254,0.7986659364197104,0.5,0
239,0.5315829691930253,0.24840448951862884,0.25,0
240,0.5225105468151089,0.41380626691797295,0.25,0
241,0.14496369557169797,0.6837310476169131,0.0,0
242,0.3290009171005648,0.5896504973236917,0.5,0
243,0.512072302635883,0.17555472183524415,0.25,0
244,0.9105020568560224,0.7662804541037846,1.0,1
245,0.32764315230887614,0.8095346744668618,0.5,0
246,0.1385891974089722,0.6605260606476735,0.0,0
247,0.8775478197376587,0.6540300815974927,1.0,1
248,0.07441308429960702,0.6344278575290201,0.0,0
249,0.10907177791902571,0.32277457378605584,0.0,0
250,0.08694206347365631,0.5311151987870391,0.0,0
251,0.5078840415987822,0.6412780493440492,0.25,0
252,0.5272035509117111,0.8208220697505025,0.25,0
253,0.3337871015856862,0.5452044997990487,0.5,0
254,0.9423082656688822,0.32423096309523963,1.0,1
255,0.10773041709109897,0.7757553599736718,0.0,0
256,0.9218948599121628,0.5685802020996342,1.0,1
257,0.5510439238054059,0.04436866540129599,0.25,0
258,0.7354490197777132,0.8545535442439555,0.75,1
259,0.1323324434608384,0.5986763992835125,0.0,0
260,0.061852721545223144,0.41908714396531294,0.0,0
261,0.12123490795007731,0.201042482619135,0.0,0
262,0.3486067870172114,0.5894589709665227,0.5,0
263,0.9306824023183643,0.6508901537681472,1.0,1
264,0.45647129693671246,0.6803468150728006,0.25,0
265,0.07037502053175855,0.4237665317145274,0.0,0
266,0.7255435569700742,0.7747259206622574,0.75,1
267,0.028355060817894975,0.4262720247413054,0.0,0
268,0.9390785992899641,0.3814847778396452,1.0,1
269,0.727984237498106,0.25374217998647725,0.75,1
270,0.5320730443437355,0.354926995659055,0.25,0
271,0.09226970748575793,0.30493048331671135,0.0,0
272,0.17598701717799387,0.6062591917397715,0.0,0
273,0.1522288775472802,0.4456291549427068,0.0,0
274,0.30384139170685687,0.17100350620543944,0.5,0
275,0.750418550671184,0.6912290866524454,0.75,1
276,0.5340110556523165,0.2595961578822955,0.25,0
277,0.7419426691107921,0.5090196030055627,0.75,1
278,0.7312894278788175,0.8513577619828079,0.75,1
279,0.9008322247479307,0.5478466039867764,1.0,1
280,0.44539456016380014,0.25393658536476804,0.25,0
281,0.7221288751883715,0.7818885839778408,0.75,1
282,0.9278821272398118,0.2693388319282399,1.0,1
283,0.8751376729801787,0.3265492883487403,1.0,1
284,0.13172360692787122,0.8107319803517696,0.0,0
285,0.6771665580787339,0.7727589418101343,0.75,1
286,0.12651157764566895,0.6555438089528371,0.0,0
287,0.7200115938059063,0.6026880400309803,0.75,1
288,0.9872982594887071,0.457610449449328,1.0,1
289,0.3664167475264544,0.6361594735883146,0.5,0
290,0.5316996810148905,0.308104698795661,0.25,0
291,0.11382424149853164,0.07723199712068843,0.0,0
292,0.9472128846615819,0.894660245347267,1.0,1
293,0.31942175330689454,0.5044915249088995,0.5,0
294,0.1575687493360038,0.38601544544157707,0.0,0
295,0.5736594546455973,0.45787067623345473,0.25,0
296,0.7296327147452315,0.802302488022552,0.75,1
297,0.9358595774235742,0.04472737065275962,1.0,1
298,0.9478181326738708,0.3445621076571392,1.0,1
299,0.9333813107591424,0.5436798319541243,1.0,1
300,0.3424734422525577,0.814580692283668,0.5,0
301,0.3363955380676683,0.26955104673937275,0.5,0
302,0.06410277819791556,0.2970753359232513,0.0,0
303,0.11964988833871741,0.35652394931220166,0.0,0
304,0.09625106672558555,0.756248268981406,0.0,0
305,0.0876821637089737,0.21306475550856993,0.0,0
306,0.4900044662374525,0.36126403780537136,0.25,0
307,0.30376563203480944,0.2946812486580487,0.5,0
308,0.10491704787799748,0.533865942428197,0.0,0
309,0.1370378026954554,0.7997689189278279,0.0,0
310,0.302505573335687,0.5550444705822299,0.5,0
311,0.8551952076731689,0.5127590618126147,1.0,1
312,0.06620751094678336,0.41053784443004765,0.0,0
313,0.5483484901571407,0.44912476340236757,0.25,0
314,0.12677605022459892,0.7849274223580136,0.0,0
315,0.8814416480569086,0.30035327838464587,1.0,1
316,0.0835238639510154,0.4555501913803575,0.0,0
317,0.6949554297972966,0.3484032688747527,0.75,1
318,0.12098400316890238,0.5617950084474762,0.0,0
319,0.3505756364937,0.6475634568366877,0.5,0
320,0.08067232430337117,0.1611440943520853,0.0,0
321,0.9438251632233432,0.8177136304317245,1.0,1
322,0.10373750308705117,0.3462250119012654,0.0,0
323,0.7127839686502152,0.5508403196085242,0.75,1
324,0.46134198919378494,0.6341110109443056,0.25,0
325,0.050542602400828196,0.353472670684179,0.0,0
326,0.10956325669731183,0.7679141746875253,0.0,0
327,0.49050165925048245,0.8149074657805155,0.25,0
328,0.11216005050943197,0.3517836971539517,0.0,0
329,0.1461767144496826,0.4429911594676486,0.0,0
330,0.5133387049075447,0.6373118174449192,0.25,0
331,0.32658979170713515,0.8404013596996578,0.5,0
332,0.3296486198685417,0.7411698935411927,0.5,0
333,0.10928439899169808,0.2001869596811738,0.0,0
334,0.11583307924632084,0.1482476126879678,0.0,0
335,0.13554605467500164,0.9630669796149848,0.0,0
336,0.11494231960740699,0.8648438402941703,0.0,0
337,0.2985997238674908,0.5600992140904112,0.5,0
338,0.7430437644521495,0.5912605583063336,0.75,1
339,0.047956995880802614,0.23369369840751605,0.0,0
340,0.7160941364936195,0.37715270690036723,0.75,1
341,0.5351355809867381,0.20456347654369864,0.25,0
342,0.13539065942788697,0.7794011157310523,0.0,0
343,0.7496456375759009,0.23755084651081318,0.75,1
344,0.7121714479854283,0.6878364617244768,0.75,1
345,0.18185640265721437,0.4183324762913841,0.0,0
346,0.5297797588456545,0.8285916898023981,0.25,0
347,0.5264640836652805,0.8195305611831264,0.25,0
348,0.7232342072755591,0.09197351225833297,0.75,1
349,0.7153524719184756,0.45148154512781385,0.75,1
350,0.1360022181629275,0.3859838189840009,0.0,0
351,0.5121817306078473,0.25094784268371756,0.25,0
352,0.7193972022002174,0.5799571909564726,0.75,1
353,0.5247463583155776,0.1772198763896211,0.25,0
354,0.10005020587117165,0.36846997675709087,0.0,0
355,0.5481261310198997,0.7840172441598717,0.25,0
356,0.9171573350724439,0.5194006072425669,1.0,1
357,0.518964046263174,0.8792426558303227,0.25,0
358,0.4746016897342498,0.1450855725379481,0.25,0
359,0.12774558833013977,0.5770149268229103,0.0,0
360,0.2808356368671939,0.924256460279004,0.5,0
361,0.5318954339069012,0.6926823932188881,0.25,0
362,0.5553073318975951,0.48422249195030953,0.25,0
363,0.07900559252690685,0.5391446445039392,0.0,0
364,0.9234517992408238,0.7539505490053358,1.0,1
365,0.13042384447767102,0.655052379894263,0.0,0
366,0.5247289216734784,0.47681238862928854,0.25,0
367,0.3446140359266517,0.8028328391975248,0.5,0
368,0.715793772283103,0.1926174281994634,0.75,1
369,0.5122218459052602,0.7545637031566657,0.25,0
370,0.525985815842884,0.1405810780413211,0.25,0
371,0.7143558188367083,0.33006572824662606,0.75,1
372,0.7656058249926064,0.27565991860580724,0.75,1
373,0.09840357734919174,0.7172704930444451,0.0,0
374,0.2934297253930116,0.5526704059755463,0.5,0
375,0.9231754785177875,0.6257278927007321,1.0,1
376,0.3095292083654485,0.3445026952135386,0.5,0
377,0.07775224889014631,0.410786335464611,0.0,0
378,0.7302293580262547,0.5181509784462605,0.75,1
379,0.49028106262562715,0.6403547706495631,0.25,0
380,0.9453041585744517,0.8094536450529264,1.0,1
381,0.08695715080675513,0.27445760909368383,0.0,0
382,0.28863737621085783,0.4836521105449296,0.5,0
383,0.9459672797123457,0.5475583740031836,1.0,1
384,0.9325844041124293,0.5283049695090188,1.0,1
385,0.49953308870558016,0.4897836221206181,0.25,0
386,0.5388055449048996,0.11137901715642579,0.25,0
387,0.12596209867968683,0.015370018864440033,0.0,0
388,0.48032078367206305,0.5627794862166653,0.25,0
389,0.3110155009431825,0.4415186396858736,0.5,0
390,0.3015756174889767,0.2884367265948671,0.5,0
391,0.7270462063318932,0.346288921454138,0.75,1
392,0.7191424698833514,0.39784384447185317,0.75,1
393,0.10015869180215987,0.64279565270011,0.0,0
394,0.3205062464340244,0.29234286534976645,0.5,0
395,0.695767486426793,0.5801219845385774,0.75,1
396,0.933962065395976,0.46956836039167693,1.0,1
397,0.09942120111504836,0.2341367808872811,0.0,0
398,0.1277687577038863,0.7790069799982824,0.0,0
399,0.13182158137681782,0.7712979368649188,0.0,0
400,0.0771934322944587,0.5041691394436157,0.0,0
401,0.8975411367003118,0.6547283922326278,1.0,1
402,0.6973034023694042,0.535901532344119,0.75,1
403,0.11407798965361997,0.5904626245686104,0.0,0
404,0.2719406594206241,0.542426457566366,0.5,0
405,0.9160672649328272,0.18973096004578344,1.0,1
406,0.14947575039782496,0.4327600995195486,0.0,0
407,0.8787104687765508,0.17892702612841432,1.0,1
408,0.337405705889959,0.8262326457562136,0.5,0
409,0.30833269251052925,0.6562684497873532,0.5,0
410,0.92615649495192,0.4072162999240208,1.0,1
411,0.14132307450910364,0.7060650837050353,0.0,0
412,0.928171173688843,0.4469855957093343,1.0,1
413,0.2662612665526393,0.6402563821657944,0.5,0
414,0.5340534413959337,0.203615845646029,0.25,0
415,0.7298503551282509,0.5772920683301377,0.75,1
416,0.12421595160823685,0.7782019904328551,0.0,0
417,0.7631246175984854,0.46239526881832,0.75,1
418,0.7133592218683104,0.6942241427919574,0.75,1
419,0.7004661979555002,0.4656110361786401,0.75,1
420,0.31038415064849934,0.3614370845917204,0.5,0
421,0.9144148180861916,0.22217804089151158,1.0,1
422,0.33463197451687693,0.4998214100191958,0.5,0
423,0.7008358907206497,0.38550151745581995,0.75,1
424,0.06101720087393249,0.40088587620866595,0.0,0
425,0.9288675877944721,0.5433851455229323,1.0,1
426,0.14019533761746877,0.6463696939697486,0.0,0
427,0.7291873609105709,0.19236137077948348,0.75,1
428,0.7162833110879797,0.21162050852391728,0.75,1
429,0.32429463542376397,0.7951848916817925,0.5,0
430,0.6873124057762064,0.5371828883686498,0.75,1
431,0.341434592036274,0.6748877604033543,0.5,0
432,0.12617370855525945,0.40187665945629186,0.0,0
433,0.13088784279301985,0.2642820148139615,0.0,0
434,0.7291891387393684,0.551024642476496,0.75,1
435,0.11371275017746581,0.7803781099265097,0.0,0
436,0.9380828191356382,0.7668046654553303,1.0,1
437,0.512863076435183,0.6319265353414131,0.25,0
438,0.12005272282547248,0.5680902307132238,0.0,0
439,0.3179295105365629,0.47856432308934294,0.5,0
440,0.08535818339030436,0.2947974773198589,0.0,0
441,0.7207082922725349,0.229107560310064,0.75,1
442,0.7186943299978708,0.30401999615414155,0.75,1
443,0.738712965217976,0.5079317658345556,0.75,1
444,0.5114307115712798,0.0031322779172539006,0.25,0
445,0.9339810387878158,0.8937612517870681,1.0,1
446,0.16047625016424033,0.44350681219286386,0.0,0
447,0.5280113664155369,0.6024930105106169,0.25,0
448,0.940695797566103,0.9360691272777736,1.0,1
449,0.5192420759807783,0.8588860400241347,0.25,0
450,0.7193124056672799,0.7545208480029393,0.75,1
451,0.5095752052864968,0.6099898125804052,0.25,0
452,0.914976874997961,0.7674220896747294,1.0,1
453,0.3461347256120509,0.6531970110114608,0.5,0
454,0.7207253728671578,0.626846262617631,0.75,1
455,0.44094221032009534,0.5671815537151642,0.25,0
456,0.9005866226792594,0.06330217170685548,1.0,1
457,0.712278701899174,0.772143626433576,0.75,1
458,0.9238325390642774,0.8820005913062758,1.0,1
459,0.7017400117835301,0.7276237625093664,0.75,1
460,0.32943684150795616,0.6820483157286551,0.5,0
461,0.2526618586177622,0.22525750523449492,0.5,0
462,0.7638646092834211,0.2815400067952296,0.75,1
463,0.5201586532519984,0.46360816931734594,0.25,0
464,0.002218513927389233,0.26509689474662007,0.0,0
465,0.5255111902616384,0.659183479899895,0.25,0
466,0.7257760650162985,0.8550017186048301,0.75,1
467,0.7012219443192658,0.33216662624393595,0.75,1
468,0.7266511946763293,0.8008328777765502,0.75,1
469,0.47071552311865256,0.4011438341864838,0.25,0
470,0.4143556244067648,0.33233713095259904,0.5,0
471,0.7350262949584936,0.511843973847282,0.75,1
472,0.13157685982649403,0.5319113999179609,0.0,0
473,0.09833976888840797,0.7844675182070441,0.0,0
474,0.9325340208290985,0.4130140067522542,1.0,1
475,0.5025345141593284,0.15865091978667686,0.25,0
476,0.937130126342368,0.8093726667820463,1.0,1
477,0.05812190191951713,0.4560320286002539,0.0,0
478,0.10426344365925626,0.35291907251391547,0.0,0
479,0.691294965327452,0.5304659049491808,0.75,1
480,0.09917365910586455,0.09119084755673923,0.0,0
481,0.9750124964192995,0.5064547193508288,1.0,1
482,0.13544969182200234,0.8143064440250564,0.0,0
483,0.9010714478059402,0.07096401734889257,1.0,1
484,0.32905946440528117,0.5267165560078799,0.5,0
485,0.07405870459786107,0.5499330304884041,0.0,0
486,0.13826711853715562,0.766054514128933,0.0,0
487,0.49313573372629865,0.5337983534775255,0.25,0
488,0.5173180549241212,0.518733165031351,0.25,0
489,0.8488882822101615,0.5875658406216608,1.0,1
490,0.0426796387377914,0.852367107613552,0.0,0
491,0.5497268841926636,0.9077453374398688,0.25,0
492,0.2501173873326884,0.5102940295663264,0.5,0
493,0.7360544672408541,0.5676969874204673,0.75,1
494,0.6958922863282173,0.47694775885890295,0.75,1
495,0.906704933641041,0.09879899011067722,1.0,1
496,0.9213835680800349,0.16857183323068117,1.0,1
497,0.8917211525067584,0.48802933587175523,1.0,1
498,0.7472527516598458,0.41118925967462416,0.75,1
499,0.32389342541162053,0.6880578605364396,0.5,0
500,0.7060533319311816,0.7796608943140397,0.75,1
501,0.10284182660889206,0.6680656449996327,0.0,0
502,0.9283542333826719,0.7566662193115408,1.0,1
503,0.1169301207964953,0.19258420363852471,0.0,0
504,0.14588514862886826,0.6804554658201873,0.0,0
505,0.07585563692808038,0.4981492811398761,0.0,0
506,0.9576125876794191,0.8853289120146595,1.0,1
507,0.3997764799369706,0.2841611238190863,0.5,0
508,0.1149763695056064,0.6990645865645271,0.0,0
509,0.9124323205391698,0.053955018633269757,1.0,1
510,0.7167630809353503,0.2102269347081461,0.75,1
511,0.8866640580597354,0.29602000847062065,1.0,1
512,0.13649753009987764,0.7746112851845843,0.0,0
513,0.7134989434174862,0.354968401609864,0.75,1
514,0.971131582976093,0.4069574934981079,1.0,1
515,0.7286801916807792,0.7990708261433864,0.75,1
516,0.5313022074333581,0.22442806495568937,0.25,0
517,0.09911966543641353,0.3615134428371056,0.0,0
518,0.10872576797912815,0.35049316720869805,0.0,0
519,0.6950614478981645,0.573778721765472,0.75,1
520,0.34306663615526517,0.4843022601638943,0.5,0
521,0.018530240939909196,0.36406762958403643,0.0,0
522,0.11280763583495225,0.33540693033069247,0.0,0
523,0.955794576524785,0.4818807496466465,1.0,1
524,0.6835265943235674,0.6957623007112,0.75,1
525,0.33813425416380144,0.8117804043578462,0.5,0
526,0.726984854395813,0.30519554158747125,0.75,1
527,0.47840383677848447,0.19307426570645736,0.25,0
528,0.30493145865697396,0.34844172666174594,0.5,0
529,0.22724265229693474,0.1789578225715928,0.0,0
530,0.6874755328207985,0.5766320108727433,0.75,1
531,0.3190396682768038,0.421831638861355,0.5,0
532,0.8858243860992372,0.36328994716419116,1.0,1
533,0.11000875714157822,0.21912755357984312,0.0,0
534,0.7693864814530939,0.26097061892339013,0.75,1
535,0.5260782582531731,0.2559138017374418,0.25,0
536,0.9387622540100528,0.6381318746684365,1.0,1
537,0.7383418019359942,0.9582883310649563,0.75,1
538,0.9056241134180728,0.5475705620430217,1.0,1
539,0.728061086579593,0.702127975847245,0.75,1
